donde_estas_trabajando,dedicacion,tipo_de_contrato,ultimo_salario_mensual_o_retiro_bruto_en_pesos_argentinos,ultimo_salario_mensual_o_retiro_neto_en_pesos_argentinos,pagos_en_dolares,si_tu_sueldo_esta_dolarizado_cual_fue_el_ultimo_valor_del_dolar_que_tomaron,recibis_algun_tipo_de_bono,a_que_esta_atado_el_bono,tuviste_actualizaciones_de_tus_ingresos_laborales_durante_el_ultimo_semestre,de_que_fue_el_ajuste_total_acumulado,en_que_mes_fue_el_ultimo_ajuste,como_consideras_que_estan_tus_ingresos_laborales_comparados_con_el_semestre_anterior,contas_con_beneficios_adicionales,que_tan_conforme_estas_con_tus_ingresos_laborales,estas_buscando_trabajo,pluriempleo,trabajo_de,anos_de_experiencia,antiguedad_en_la_empresa_actual,anos_en_el_puesto_actual,cuantas_personas_tenes_a_cargo,plataformas_que_utilizas_en_tu_puesto_actual,lenguajes_de_programacion_o_tecnologias_que_utilices_en_tu_puesto_actual,frameworksherramientas_y_librerias_que_utilices_en_tu_puesto_actual,bases_de_datos,qa_testing,cantidad_de_personas_en_tu_organizacion,modalidad_de_trabajo,si_trabajas_bajo_un_esquema_hibrido_cuantos_dias_a_la_semana_vas_a_la_oficina,en_los_ultimos_6_mesesse_aplico_alguna_politica_de_ajustes_salariales,en_los_ultimos_6_meseshubo_reduccion_de_personal,la_recomendas_como_un_buen_lugar_para_trabajar,que_tanto_estas_usando_copilotchatgpt_u_otras_herramientas_de_ia_para_tu_trabajo,vibe_coding,salir_o_seguir_contestando,maximo_nivel_de_estudios,estado,carrera,institucion_educativa,salir_o_seguir_contestando_sobre_las_guardias,cual_es_la_cantidad_maxima_de_entrevistas_que_consideras_aceptable_en_un_proceso_de_seleccion,cual_es_la_combinacion_de_entrevistas_que_consideras_mejor_en_tu_experiencia_como_candidatoa,desafios_tecnicoscomo_los_preferiselegi_todas_las_opciones_que_consideres,cuantas_horas_te_parecen_correctas_dedicarle_a_un_desafio_tecnico_asincronico,cual_de_las_siguientes_frases_representa_mejor_tu_opinion_acerca_de_los_procesos_de_seleccion,salir_o_seguir_contestando_sobre_las_guardias1,tenes_guardias,cuanto_cobras_por_guardia,aclara_el_numero_que_ingresaste_en_el_campo_anterior,tengo_edad,genero,habias_respondido_nuestra_encuesta_en_ediciones_anteriores,sueldo_dolarizado,seniority,_sal
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),7000000.0,5500000.0,,,De uno a tres sueldos,Mix de las anteriores,Uno,12.0,Abril,3,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Descuentos varios (Clarín 365, Club La Nación, etc), Estacionamiento gratuito / subvencionado, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",,Manager / Director,20,4,2,15,Azure,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 1001 a 2000 personas,Híbrido (presencial y remoto),2,,Sí,0,4,Vibequé?,Responder sobre mis estudios,Universitario,En curso,Licenciatura en Sistemas,,Terminar encuesta,,,,,,,,,,40,Hombre Cis,Sí,False,Senior,7000000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1790442.0,1498000.0,,,No,No recibo bono,Tres,29.0,Mayo,2,"Abono de Internet, Clases de idiomas",2,"No, pero escucho ofertas.",,Developer,5,3,3,0,Windows Server,".NET, C#, CSS, HTML, Java, Javascript, SQL, VBA","Angular, .net",Microsoft SQL Server,Ninguna de las anteriores,De 201 a 500 personas,100% remoto,0,solo ajuste por inflacion,No sé,6,2,Vibequé?,Responder sobre mis estudios,Universitario,Completo,Ingeniería en Sistemas,UAI - Universidad Abierta Interamericana,Terminar encuesta,,,,,,,,,,44,Mujer Cis,No,False,Semi-Senior,1790442.0
Córdoba,Full-Time,Staff (planta permanente),1916858.0,1590993.0,,,Menos de un sueldo,Mix de las anteriores,Uno,8.0,Marzo,1,Ninguna de las anteriores,1,"Sí, estoy buscando activamente.",,SysAdmin / DevOps / SRE,10,8,8,0,"Google Cloud Platform, Linux, VMWare, Windows Server",SQL,Ninguno de los anteriores,"Google Cloud Storage, Microsoft SQL Server, MongoDB, PostgreSQL",Ninguna de las anteriores,De 51 a 100 personas,100% presencial,0,,No,5,0,Vibequé?,Terminar encuesta,,,,,,,,,,,,,,,39,No binarie,Sí,False,Senior,1916858.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2200000.0,1900000.0,,,No,No recibo bono,Dos,8.0,Julio,3,"Capacitaciones y/o cursos, Clases de idiomas, Cuota para universidad / posgrados, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá)",3,"No, pero escucho ofertas.",,Manager / Director,4,0,0,5,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 51 a 100 personas,Híbrido (presencial y remoto),2,no,No,8,5,Llegó para quedarse,Terminar encuesta,,,,,,,,,,,,,,,43,Hombre Cis,Sí,False,Semi-Senior,2200000.0
Buenos Aires,Full-Time,Staff (planta permanente),6151221.33,5528001.82,,,No,No recibo bono,Tres,5.6,Julio,3,"Abono de celular, Horarios flexibles",3,"No, pero escucho ofertas.",Tengo dos trabajos full time,Manager / Director,16,7,5,5,"Amazon Web Services, Azure, Docker, Linux, Windows Server","Bash/Shell, C, C++, CSS, Elixir, Erlang, HTML, Javascript, PHP, Python, SQL, TypeScript","Bootstrap, jQuery, Next.js, Node.js, React.js","Amazon DynamoDB, Amazon RDS/Aurora, ElasticSearch, MariaDB, Microsoft SQL Server, MySQL, PostgreSQL, Redis","Jest, Postman",De 101 a 200 personas,Híbrido (presencial y remoto),5,,No sé,8,4,Vibequé?,Terminar encuesta,,,,,,,,,,,,,,,43,Hombre Cis,Sí,False,Senior,6151221.33
Córdoba,Full-Time,Staff (planta permanente),2936280.0,2377556.0,,,Un sueldo,Performance individual,Dos,7.0,Abril,4,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles",4,"No, estoy muy conforme.",,Functional Analyst,3,3,3,1,"Firebase, Jira, Confluence",SQL,Ninguno de los anteriores,MySQL,Ninguna de las anteriores,De 51 a 100 personas,Híbrido (presencial y remoto),3,,No,10,4,Llegó para quedarse,Terminar encuesta,,,,,,,,,,,,,,,32,Mujer Cis,No,False,Semi-Senior,2936280.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),3000000.0,2500000.0,,,No,No recibo bono,Uno,7.0,Mayo,2,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Horarios flexibles",3,"No, pero escucho ofertas.",,Developer,3,3,3,0,"Amazon Web Services, Docker","Javascript, TypeScript","Next.js, React.js",MySQL,Ninguna de las anteriores,De 51 a 100 personas,100% remoto,0,,No,6,5,Llegó para quedarse,Terminar encuesta,,,,,,,,,,,,,,,30,Hombre Cis,No,False,Semi-Senior,3000000.0
Chaco,Full-Time,Staff (planta permanente),923000.0,132000.0,,,No,No recibo bono,Uno,5.0,Mayo,3,Ninguna de las anteriores,2,"Sí, estoy buscando activamente.",Tengo dos trabajos full time,Designer,5,4,2,2,Ninguna de las anteriores,"Delphi, HTML, PHP, SQL",WordPress,Ninguna de las anteriores,Ninguna de las anteriores,De 11  a 50  personas,100% presencial,0,,Sí,3,4,Vibequé?,Terminar encuesta,,,,,,,,,,,,,,,29,Hombre Cis,Sí,False,Semi-Senior,923000.0
Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),1308000.0,,,,No,No recibo bono,Uno,9.0,Mayo,2,Horarios flexibles,2,"No, pero escucho ofertas.",,Developer,2,2,2,0,"Azure, Docker, Linux, OpenShift, Windows Server",".NET, C#, Java",".NET Core, Hibernate, Spring","Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, PostgreSQL",Ninguna de las anteriores,De 2 a 10 personas,Híbrido (presencial y remoto),1,,No,7,3,Hype,Responder sobre mis estudios,Universitario,En curso,Analista Programador Universitario,UAI - Universidad Abierta Interamericana,Terminar encuesta,,,,,,,,,,38,Hombre Cis,Sí,False,Junior,1308000.0
Mendoza,Full-Time,Staff (planta permanente),4004000.0,3335000.0,,,No,No recibo bono,No,0.0,No tuve,4,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias)",4,"No, estoy muy conforme.",,Developer,6,0,0,0,"Amazon Web Services, Docker, Kubernetes",".NET, Javascript",.NET Core,"Amazon RDS/Aurora, Microsoft SQL Server, Redis","NUnit, Postman",De 51 a 100 personas,100% remoto,0,"En marzo, pero no fui parte porque entré ese mismo mes.",Sí,8,5,Llegó para quedarse,Terminar encuesta,,,,,,,,,,,,,,,30,Hombre Cis,Sí,False,Senior,4004000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),3400000.0,2700000.0,,,De uno a tres sueldos,Performance grupal,No,0.0,No tuve,2,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Estacionamiento gratuito / subvencionado",2,"Sí, estoy buscando activamente.",,Technical Leader,7,7,2,7,Ninguna de las anteriores,"SQL, Ninguno de los anteriores",SAP Hana,"HANA, Microsoft SQL Server",Ninguna de las anteriores,De 201 a 500 personas,100% remoto,0,No,No,0,4,Llegó para quedarse,Responder sobre mis estudios,Universitario,Completo,Ingeniería en Informática,UNLaM - Universidad Nacional de La Matanza,Responder sobre entrevistas técnicas,Hasta 2,"HR, Manager directo/a","Asincrónicos, y sin plataformas. Ejercicios de análisis. Prefiero hacerlos en mis tiempos libres, Analizar un caso offline y discutirlo en vivo con el/la entrevistador/a",Hasta 2 horas,"Aunque me interese, no quiero invertir mucho tiempo en pruebas técnicas.",Terminar encuesta,,,,30,Mujer Cis,Sí,False,Senior,3400000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1700000.0,1398000.0,,,De uno a tres sueldos,Performance de la compañía,Más de tres,0.0,Julio,4,"Descuento en gimnasios / Clases de gimnasia online, Horarios flexibles",4,"No, pero escucho ofertas.",,Developer,3,0,3,0,"Docker, Linux","Go, Javascript, PHP, SQL, TypeScript","Next.js, Fiber","MySQL, PostgreSQL",Ninguna de las anteriores,De 11  a 50  personas,Híbrido (presencial y remoto),3,,No sé,10,4,Hype,Terminar encuesta,,,,,,,,,,,,,,,23,Hombre Cis,No,False,Semi-Senior,1700000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2214000.0,1814000.0,,,No,No recibo bono,Dos,38.0,Abril,3,"Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá)",3,"No, estoy muy conforme.",,Technical Leader,8,8,2,20,"Linux, OpenShift","Bash/Shell, Javascript, Python, SQL, TypeScript","Flask, Node.js, FastAPI","Microsoft SQL Server, Oracle, SQLite","Cypress, Postman, SoapUI",De 201 a 500 personas,100% remoto,0,"Si, ajuste por inflacion hace 3 meses",No sé,7,3,Hype,Responder sobre mis estudios,Universitario,En curso,Licenciatura en Ciencias de la Computación,UBA - Universidad de Buenos Aires,Responder sobre entrevistas técnicas,Entre 2 y 4,Técnica - Coding,"Asincrónicos, y sin plataformas. Ejercicios de análisis. Prefiero hacerlos en mis tiempos libres",Hasta 4 horas,"Aunque me interese, no quiero invertir mucho tiempo en pruebas técnicas.",Terminar encuesta,,,,27,Hombre Cis,Sí,False,Senior,2214000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),174000.0,1400000.0,,,No,No recibo bono,Dos,15.0,Junio,1,"Abono de Internet, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas",1,"Sí, estoy buscando activamente.",,Developer,4,3,3,1,Ninguna de las anteriores,"Javascript, TypeScript","Bootstrap, React.js",Ninguna de las anteriores,Jest,De 101 a 200 personas,Híbrido (presencial y remoto),2,,No sé,0,4,Llegó para quedarse,Terminar encuesta,,,,,,,,,,,,,,,32,Hombre Cis,No,False,Semi-Senior,174000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2200730.0,1826606.0,,,No,No recibo bono,Dos,14.0,Mayo,3,"Capacitaciones y/o cursos, Descuentos varios (Clarín 365, Club La Nación, etc), Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",,SysAdmin / DevOps / SRE,7,5,4,1,"Google Cloud Platform, Linux, VMWare, Windows Server","Bash/Shell, HTML, SQL",Ninguno de los anteriores,"MariaDB, Microsoft SQL Server, MySQL",Ninguna de las anteriores,De 51 a 100 personas,Híbrido (presencial y remoto),4,No que yo sepa,No,7,3,Vibequé?,Terminar encuesta,,,,,,,,,,,,,,,33,Hombre Cis,Sí,False,Senior,2200730.0
Buenos Aires,Full-Time,Staff (planta permanente),1500000.0,1300000.0,,,Un sueldo,Performance individual,Uno,10.0,Mayo,1,"Descuento en gimnasios / Clases de gimnasia online, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",2,"No, pero escucho ofertas.",,Functional Analyst,2,2,2,0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 501 a 1000 personas,Híbrido (presencial y remoto),4,,No sé,7,0,Vibequé?,Terminar encuesta,,,,,,,,,,,,,,,36,Hombre Cis,Sí,False,Junior,1500000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),4960000.0,3888000.0,,,Un sueldo,Performance individual,Dos,22.0,Mayo,4,"Abono de celular, Capacitaciones y/o cursos, Estacionamiento gratuito / subvencionado",4,"No, estoy muy conforme.",,Manager / Director,10,9,2016,22,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 51 a 100 personas,Híbrido (presencial y remoto),4,"Si, cada 3 meses, generalmente cuando la inflacion acumulada llega al 10%",No,9,5,Vibequé?,Terminar encuesta,,,,,,,,,,,,,,,45,Hombre Cis,No,False,Senior,4960000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Freelance,1200000.0,1150000.0,,,No,No recibo bono,Más de tres,100000.0,Julio,2,Ninguna de las anteriores,2,"No, pero escucho ofertas.",,Manager / Director,6,6,5,5,Linux,"CSS, HTML, Javascript, PHP, SQL","Bootstrap, jQuery",MySQL,Ninguna de las anteriores,De 201 a 500 personas,100% remoto,0,,No sé,0,5,Hype,Responder sobre mis estudios,Secundario,Completo,,,Responder sobre entrevistas técnicas,Hasta 2,"HR, Manager directo/a","Asincrónicos, y sin plataformas. Ejercicios de análisis. Prefiero hacerlos en mis tiempos libres, Analizar un caso offline y discutirlo en vivo con el/la entrevistador/a",Hasta 2 horas,Creo que seguir haciendo desafíos técnicos es algo anticuado.,Terminar encuesta,,,,32,Hombre Cis,Sí,False,Senior,1200000.0
Córdoba,Full-Time,Staff (planta permanente),2135000.0,1772000.0,,,Un sueldo,Performance grupal,Uno,10.0,Junio,3,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Estacionamiento gratuito / subvencionado",3,"No, pero escucho ofertas.",,Networking,3,3,3,0,"Kubernetes, Linux",Python,Ninguno de los anteriores,"MariaDB, MySQL, Oracle, SQLite",Cypress,De 501 a 1000 personas,Híbrido (presencial y remoto),3,si,No sé,7,4,Vibequé?,Terminar encuesta,,,,,,,,,,,,,,,34,Hombre Cis,No,False,Semi-Senior,2135000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),4520000.0,3544049.0,,,No,No recibo bono,Uno,25.0,Mayo,3,"Abono de Internet, Descuento en gimnasios / Clases de gimnasia online, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",,Architect,11,9,3,0,"Azure, OpenShift",".NET, C#, CSS, HTML, Javascript, SQL, TypeScript",".NET Core, React.js","Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server",Ninguna de las anteriores,De 501 a 1000 personas,100% remoto,0,NO,No sé,9,5,Llegó para quedarse,Responder sobre guardias,Universitario,Incompleto,Ingeniería en Informática,UADE - Universidad Argentina De la Empresa,Responder sobre entrevistas técnicas,Hasta 2,"HR, Técnica - Diseño & Arquitectura","Asincrónicos, y sin plataformas. Ejercicios de análisis. Prefiero hacerlos en mis tiempos libres, En plataformas tipo HackerRank o similares, Analizar un caso offline y discutirlo en vivo con el/la entrevistador/a",Menos de 2 horas,"Aunque me interese, no quiero invertir mucho tiempo en pruebas técnicas.",Terminar encuesta,No,0.0,Neto,36,Mujer Cis,Sí,False,Senior,4520000.0
Ciudad Autónoma de Buenos Aires,Part-Time,Contractor,700000.0,700000.0,,,No,No recibo bono,Uno,35.0,Marzo,2,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",2,"No, pero escucho ofertas.",,Developer,8,8,8,0,"Docker, Linux, Windows Server",".NET, Bash/Shell, C++, C#, Python, SQL",".NET Core, Flask","Microsoft SQL Server, MongoDB, Oracle",Visual Studio Coded UI,Más de 10000 personas,Híbrido (presencial y remoto),1,,No sé,4,5,Llegó para quedarse,Responder sobre mis estudios,Universitario,En curso,Medicina,,Responder sobre guardias,Entre 2 y 4,"Técnica - Coding, Técnica - Diseño & Arquitectura, Manager directo/a","Asincrónicos, y sin plataformas. Ejercicios de análisis. Prefiero hacerlos en mis tiempos libres",Menos de 2 horas,Creo que seguir haciendo desafíos técnicos es algo anticuado.,Terminar encuesta,No,0.0,Bruto,36,Mujer Cis,Sí,False,Senior,700000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1700000.0,1500000.0,,,No,No recibo bono,Dos,7.0,Julio,2,Horarios flexibles,2,"No, pero escucho ofertas.",,SysAdmin / DevOps / SRE,11,10,5,0,"Docker, Linux, VMWare, Windows Server",Ninguno de los anteriores,Ninguno de los anteriores,"MariaDB, Microsoft SQL Server, MongoDB, MySQL",Ninguna de las anteriores,De 2 a 10 personas,Híbrido (presencial y remoto),3,Convenio empleados de comecio,No,6,2,Hype,Responder sobre guardias,Terciario,Incompleto,Tecnicatura Superior en Programación,UNSAM - Universidad de San Martín,Responder sobre entrevistas técnicas,Entre 2 y 4,Manager directo/a,Analizar un caso offline y discutirlo en vivo con el/la entrevistador/a,Hasta 4 horas,"Aunque me interese, no quiero invertir mucho tiempo en pruebas técnicas.",Terminar encuesta,No,0.0,Porcentaje de mi sueldo bruto,34,Hombre Cis,Sí,False,Senior,1700000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),3395000.0,2750000.0,,,No,No recibo bono,Uno,8.6,Abril,1,Ninguna de las anteriores,2,"Sí, estoy buscando activamente.",,Manager / Director,15,1,1,0,Ninguna de las anteriores,SQL,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 11  a 50  personas,Híbrido (presencial y remoto),1,Aumento trimestral por inflación y performance,No,0,2,Vibequé?,Terminar encuesta,,,,,,,,,,,,,,,37,Mujer Cis,No,False,Senior,3395000.0
San Juan,Full-Time,Staff (planta permanente),2600000.0,2100000.0,,,Un sueldo,Performance de la compañía,No,0.0,No tuve,3,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería",3,"No, pero escucho ofertas.",,Developer,3,3,3,0,Google Cloud Platform,"CSS, Go, HTML, Java, Javascript, Swift","Node.js, Spring",MySQL,"JUnit, Postman, Visual Studio Coded UI",Más de 10000 personas,100% remoto,0,Si,No,10,5,Llegó para quedarse,Terminar encuesta,,,,,,,,,,,,,,,28,Mujer Cis,No,False,Semi-Senior,2600000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),4700000.0,4500000.0,,,No,No recibo bono,No,0.0,No tuve,4,Ninguna de las anteriores,4,"No, estoy muy conforme.",,Developer,6,1,3,1,"Azure, Docker, Firebase",".NET, C#, CSS, Dart, HTML, Javascript, Python, SQL, TypeScript",".NET Core, Angular, Bootstrap, Flutter",Microsoft SQL Server,Ninguna de las anteriores,De 11  a 50  personas,100% remoto,0,aumento cada 3 meses,No,10,3,Llegó para quedarse,Terminar encuesta,,,,,,,,,,,,,,,31,Hombre Cis,Sí,False,Senior,4700000.0
Córdoba,Full-Time,Staff (planta permanente),4112000.0,3094000.0,,,De uno a tres sueldos,Mix de las anteriores,Dos,20.0,Junio,4,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Estacionamiento gratuito / subvencionado, Horarios flexibles, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Dias libres,1 por semestre.",4,"No, pero escucho ofertas.",,Networking,18,14,8,0,"Docker, Linux, OpenStack, VMWare, Windows Server",Python,SAP,Oracle,Ninguna de las anteriores,De 5001 a 10000 personas,Híbrido (presencial y remoto),3,,No,10,5,Vibequé?,Responder sobre mis estudios,Maestría,En curso,Licenciatura en Ciencia de Datos,UNLP - Universidad Nacional de La Plata,Responder sobre guardias,Entre 2 y 4,Técnica - Diseño & Arquitectura,"Sincrónicos, prefiero el desafío en tiempo real, Analizar un caso offline y discutirlo en vivo con el/la entrevistador/a","Más de 8 horas, sin problemas",Valoro procesos con entrevistas técnicas complejas.,Terminar encuesta,"Sí, pasiva",0.0,Neto,46,Hombre Cis,Sí,False,Senior,4112000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2375000.0,2010000.0,,,No,No recibo bono,Uno,10.0,Marzo,2,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias), Dinero para compra de almuerzo",2,"No, pero escucho ofertas.",,BI Analyst / Data Analyst,6,3,3,0,Google Cloud Platform,SQL,Ninguno de los anteriores,Google Cloud Storage,Ninguna de las anteriores,De 2001a 5000 personas,Híbrido (presencial y remoto),1,,No sé,7,4,Vibequé?,Terminar encuesta,,,,,,,,,,,,,,,34,Hombre Cis,Sí,False,Senior,2375000.0
Córdoba,Full-Time,Staff (planta permanente),1800000.0,1600000.0,,,No,No recibo bono,Dos,2.0,Junio,2,"Abono de Internet, Horarios flexibles",2,"No, pero escucho ofertas.",,QA / Tester,6,3,6,0,Ninguna de las anteriores,SQL,Ninguno de los anteriores,"Microsoft Azure (Tables, CosmosDB, SQL, etc)",Ninguna de las anteriores,De 51 a 100 personas,100% remoto,0,,No sé,7,1,Vibequé?,Responder sobre mis estudios,Terciario,Incompleto,Periodismo,,Responder sobre entrevistas técnicas,Entre 2 y 4,"HR, Manager directo/a",Analizar un caso offline y discutirlo en vivo con el/la entrevistador/a,Hasta 2 horas,"Aunque me interese, no quiero invertir mucho tiempo en pruebas técnicas.",Responder sobre guardias,No,0.0,Porcentaje de mi sueldo bruto,38,Mujer Cis,Sí,False,Senior,1800000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2600000.0,2100000.0,,,No,No recibo bono,Uno,8.0,Abril,3,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Horarios flexibles, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, estoy muy conforme.",,Recruiter,5,3,3,0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 1001 a 2000 personas,100% remoto,0,"Si, por inflacion",No,9,5,Vibequé?,Terminar encuesta,,,,,,,,,,,,,,,33,Hombre Cis,Sí,False,Semi-Senior,2600000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),2500000.0,2000050.0,,,No,No recibo bono,Uno,20.0,Mayo,3,Horarios flexibles,3,"No, pero escucho ofertas.",,SysAdmin / DevOps / SRE,3,0,3,0,"Docker, Kubernetes, Linux, Microcontroladores, Windows Server",".NET, Bash/Shell, C#, SQL",.NET Core,"MariaDB, Microsoft SQL Server, Redis",Ninguna de las anteriores,De 101 a 200 personas,100% remoto,0,si,No,6,4,Llegó para quedarse,Terminar encuesta,,,,,,,,,,,,,,,28,Hombre Cis,Sí,False,Semi-Senior,2500000.0
Buenos Aires,Full-Time,Staff (planta permanente),2044584.0,1711000.0,,,Menos de un sueldo,Performance individual,Uno,5.0,Marzo,1,Abono de Internet,1,"Sí, estoy buscando activamente.",,Developer,7,4,3,4,OpenShift,"CSS, HTML, Javascript, TypeScript",React.js,Oracle,Jest,De 501 a 1000 personas,100% remoto,0,"no, ninguna",No,3,4,Vibequé?,Responder sobre guardias,Universitario,En curso,Ingeniería en Sistemas,UCAECE - Centro de Altos Estudios en Ciencias Exactas,Responder sobre entrevistas técnicas,Entre 2 y 4,"Técnica - Diseño & Arquitectura, Manager directo/a","Asincrónicos, y sin plataformas. Ejercicios de análisis. Prefiero hacerlos en mis tiempos libres, Analizar un caso offline y discutirlo en vivo con el/la entrevistador/a",Hasta 2 horas,Valoro procesos con entrevistas técnicas complejas.,Terminar encuesta,No,0.0,Porcentaje de mi sueldo bruto,29,Hombre Cis,Sí,False,Senior,2044584.0
Santa Fe,Full-Time,Staff (planta permanente),3000000.0,2450000.0,,,Menos de un sueldo,Performance de la compañía,Más de tres,12.0,Junio,3,Comidas pagas / subvencionadas,3,"No, pero escucho ofertas.",,Functional Analyst,4,3,3,0,"SAP, Salesforce",SQL,Ninguno de los anteriores,Microsoft SQL Server,Visual Studio Coded UI,De 2001a 5000 personas,Híbrido (presencial y remoto),2,No,No sé,8,3,Vibequé?,Terminar encuesta,,,,,,,,,,,,,,,27,Hombre Cis,Sí,False,Semi-Senior,3000000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),5000000.0,3500000.0,,,De uno a tres sueldos,Mix de las anteriores,Tres,12.0,Junio,2,"Abono de Internet, Horarios flexibles, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, estoy muy conforme.",,Manager / Director,18,5,7,38,"Azure, Docker, Kubernetes",Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,"Cucumber, Cypress, Postman, Ranorex, SoapUI",De 1001 a 2000 personas,Híbrido (presencial y remoto),1,,Sí,0,4,Vibequé?,Terminar encuesta,,,,,,,,,,,,,,,45,Hombre Cis,No,False,Senior,5000000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),5176000.0,3916000.0,,,De uno a tres sueldos,Performance de la compañía,Dos,14.0,Mayo,3,"Abono de celular, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Estacionamiento gratuito / subvencionado, Horarios flexibles, Lactario en la oficina, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",,Manager / Director,25,6,3,15,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 501 a 1000 personas,Híbrido (presencial y remoto),1,Infación ultimos 4 meses,Sí,7,3,Llegó para quedarse,Terminar encuesta,,,,,,,,,,,,,,,56,Hombre Cis,Sí,False,Senior,5176000.0
